NodeID,PaperTitle,Type,Authors,PublicationYear,DOI
10.1109/WVL.1989.77035,How to draw a directed graph,ReferenceOfReference,"['P. Eades', 'Xuemin Lin']",1989,10.1109/WVL.1989.77035
10.1016/0925-7721(94)00014-X,Algorithms for Drawing Graphs: an Annotated Bibliography,ReferenceOfReference,"['G. Battista', 'P. Eades', 'R. Tamassia', 'I. Tollis']",1988,10.1016/0925-7721(94)00014-X
10.1080/01621459.1987.10478385,Stochastic Blockmodels for Directed Graphs,ReferenceOfReference,"['Yuchung J. Wang', 'G. Wong']",1987,10.1080/01621459.1987.10478385
10.1016/0378-8733(83)90021-7,Stochastic blockmodels: First steps,ReferenceOfReference,"['P. Holland', 'Kathryn B. Laskey', 'S. Leinhardt']",1983,10.1016/0378-8733(83)90021-7
10.2307/3010642,"Graphs, Networks, and Algorithms",ReferenceOfReference,['D. Jungnickel'],1980,10.2307/3010642
10.1016/0005-1098(78)90005-5,Modeling By Shortest Data Description*,ReferenceOfReference,['J. Rissanen'],1978,10.1016/0005-1098(78)90005-5
10.1086/jar.33.4.3629752,An Information Flow Model for Conflict and Fission in Small Groups,ReferenceOfReference,"['Konstantin Avrachenkov', 'Aleksei Yu. Kondratev', 'V. Mazalov']",1977,10.1086/jar.33.4.3629752
10.1137/0713009,Generalizing the Singular Value Decomposition,ReferenceOfReference,['C. Loan'],1976,10.1137/0713009
10.1086/226141,Social Structure from Multiple Networks. I. Blockmodels of Roles and Positions,ReferenceOfReference,"['H. White', 'S. Boorman', 'R. Breiger']",1976,10.1086/226141
10.1007/BF02289026,A new status index derived from sociometric analysis,ReferenceOfReference,['L. Katz'],1953,10.1007/BF02289026
10.1080/14786440109462720,LIII. On lines and planes of closest fit to systems of points in space,ReferenceOfReference,['Karl Pearson F.R.S.'],1901,10.1080/14786440109462720
10.7551/mitpress/11884.003.0005,Graphs,ReferenceOfReference,[],2020,10.7551/mitpress/11884.003.0005
10.4018/978-1-4666-9964-9.CH003,Link Prediction in Complex Networks,ReferenceOfReference,"['Manisha Pujari', 'R. Kanawati']",2020,10.4018/978-1-4666-9964-9.CH003
10.1007/978-1-4939-7131-2_100470,Homophily,ReferenceOfReference,[],2018,10.1007/978-1-4939-7131-2_100470
10.1007/978-1-4419-8462-3_9,A Survey of Link Prediction in Social Networks,ReferenceOfReference,"['M. Hasan', 'Mohammed J. Zaki']",2011,10.1007/978-1-4419-8462-3_9
10.1007/978-1-4419-8462-3_11,Visualizing Social Networks,ReferenceOfReference,"['Carlos D. Correa', 'K. Ma']",2011,10.1007/978-1-4419-8462-3_11
10.1038/nprot.2009.177,Network visualization and analysis of gene expression data using BioLayout Express3D,ReferenceOfReference,"['Athanasios Theocharidis', 'Stjin van Dongen', 'Anton J. Enright', 'T. Freeman']",2009,10.1038/nprot.2009.177
10.1007/b138283,"Graphs, networks and algorithms",ReferenceOfReference,"['L. Viennot', 'M. Habib', 'Danielle Croisy', 'Yacine Boufkhad', 'Pierre Charbit', 'D. Fortin', 'P. Fraigniaud', 'E. Lebhar', 'F. D. Montgolfier', 'A. Gai', 'V. Limouzy', 'Diego Perino', 'A. Phan', 'Mauricio Soto', 'Hien To']",2007,10.1007/b138283
10.1137/1.9781611972757.25,A Spectral Clustering Approach To Finding Communities in Graph,ReferenceOfReference,"['Scott White', 'Padhraic Smyth']",2005,10.1137/1.9781611972757.25
10.1109/2945.841119,Graph Visualization and Navigation in Information Visualization: A Survey,ReferenceOfReference,"['I. Herman', 'Guy Melançon', 'M. S. Marshall']",2000,10.1109/2945.841119
10.5169/SEALS-266450,Etude comparative de la distribution florale dans une portion des Alpes et des Jura,ReferenceOfReference,['P. Jaccard'],,10.5169/SEALS-266450
10.1007/s11192-021-03984-1,Semantic and relational spaces in science of science: deep learning models for article vectorisation,Reference,"Diego Kozlowski, Jennifer Dusdal, Jun Pang, and Andreas Zilian",2021,10.1007/s11192-021-03984-1
10.1162/qss_e_00061,Bridging the divide between qualitative and quantitative science studies,ReferenceOfReference,"['L. Leydesdorff', 'Ismael Rafols', 'Stasa Milojevic']",2020,10.1162/qss_e_00061
10.1162/qss_a_00056,Against method: Exploding the boundary between qualitative and quantitative studies of science,ReferenceOfReference,"['Donghyun Kang', 'James A. Evans']",2020,10.1162/qss_a_00056
10.1007/s11192-020-03563-w,The world-systemic network of global elite sociology: the western male monoculture at faculties of the top one-hundred sociology departments of the world,ReferenceOfReference,"['Márton Demeter', 'T. Tóth']",2020,10.1007/s11192-020-03563-w
10.1177/0038038519853146,The Methodological Divide of Sociology: Evidence from Two Decades of Journal Publications,ReferenceOfReference,"['Carsten Schwemmer', 'Oliver Wieczorek']",2020,10.1177/0038038519853146
10.1007/s10734-020-00500-x,"Mapping the scattered field of research on higher education. A correlated topic model of 17,000 articles, 1991–2018",ReferenceOfReference,"['Stijn Daenekindt', 'J. Huisman']",2020,10.1007/s10734-020-00500-x
10.1016/J.NEUNET.2020.06.006,A Gentle Introduction to Deep Learning for Graphs,ReferenceOfReference,"['D. Bacciu', 'Federico Errica', 'A. Micheli', 'M. Podda']",2019,10.1016/J.NEUNET.2020.06.006
10.1007/s11192-019-03206-9,P2V: large-scale academic paper embedding,ReferenceOfReference,"['Yi Zhang', 'Fen Zhao', 'Jianguo Lu']",2019,10.1007/s11192-019-03206-9
10.18653/v1/P19-1452,BERT Rediscovers the Classical NLP Pipeline,ReferenceOfReference,"['Ian Tenney', 'Dipanjan Das', 'Ellie Pavlick']",2019,10.18653/v1/P19-1452
10.1109/TPAMI.2021.3081010,Graph U-Nets,ReferenceOfReference,"['Hongyang Gao', 'Shuiwang Ji']",2019,10.1109/TPAMI.2021.3081010
10.1177/0003122419877135,The Geometry of Culture: Analyzing the Meanings of Class through Word Embeddings,ReferenceOfReference,"['Austin C. Kozlowski', 'Matt Taddy', 'James A. Evans']",2018,10.1177/0003122419877135
10.1126/science.aao0185,Science of Science,ReferenceOfReference,"['S. Fortunato', 'Carl T. Bergstrom', 'K. Börner', 'James A. Evans', 'D. Helbing', 'Stasa Milojevic', 'A. Petersen', 'F. Radicchi', 'R. Sinatra', 'Brian Uzzi', 'Alessandro Vespignani', 'L. Waltman', 'Dashun Wang', 'A. Barabási']",2018,10.1126/science.aao0185
10.1080/00031305.2017.1375989,Data Organization in Spreadsheets,ReferenceOfReference,"['K. Broman', 'Kara H. Woo']",2018,10.1080/00031305.2017.1375989
10.1073/pnas.1720347115,Word embeddings quantify 100 years of gender and ethnic stereotypes,ReferenceOfReference,"['Nikhil Garg', 'L. Schiebinger', 'Dan Jurafsky', 'James Y. Zou']",2017,10.1073/pnas.1720347115
10.1126/science.aal4230,Semantics derived automatically from language corpora contain human-like biases,ReferenceOfReference,"['Aylin Caliskan', 'J. Bryson', 'Arvind Narayanan']",2016,10.1126/science.aal4230
10.1098/rsta.2012.0375,Network science,ReferenceOfReference,['A. Barabási'],2016,10.1098/rsta.2012.0375
10.1016/j.joi.2015.10.005,Quantifying the cognitive extent of science,ReferenceOfReference,['Stasa Milojevic'],2015,10.1016/j.joi.2015.10.005
10.1080/00091383.2015.1053777,"Exponential Growth and the Shifting Global Center of Gravity of Science Production, 1900–2011",ReferenceOfReference,"['Liang Zhang', 'Justin J. W. Powell', 'D. Baker']",2015,10.1080/00091383.2015.1053777
10.1177/0011392114548640,Introduction: Current tensions and trends in the World Scientific System,ReferenceOfReference,['Fernanda Beigel'],2014,10.1177/0011392114548640
10.3115/v1/W14-3110,LDAvis: A method for visualizing and interpreting topics,ReferenceOfReference,"['Carson Sievert', 'Kenneth E. Shirley']",2014,10.3115/v1/W14-3110
10.1140/epjds/s13688-014-0011-3,Exploiting citation networks for large-scale author name disambiguation,ReferenceOfReference,"['Christian Schulz', 'Amin Mazloumian', 'A. Petersen', 'O. Penner', 'D. Helbing']",2014,10.1140/epjds/s13688-014-0011-3
10.1038/497557a,Collaborations: The fourth age of research,ReferenceOfReference,['Jonathan Adams'],2013,10.1038/497557a
10.1017/nws.2013.2,What is network science?,ReferenceOfReference,"['U. Brandes', 'G. Robins', 'Ann McCranie', 'S. Wasserman']",2013,10.1017/nws.2013.2
10.1057/HEP.2011.9,Power and Networks in Worldwide Knowledge Coordination: The Case of Global Science,ReferenceOfReference,['R. King'],2011,10.1057/HEP.2011.9
10.1007/s11192-010-0162-3,The discipline dependence of citation statistics,ReferenceOfReference,"['Eva Lillquist', 'S. Green']",2010,10.1007/s11192-010-0162-3
10.1007/s11192-009-2126-z,Do types of collaboration change citation? Collaboration and citation patterns of South African science publications,ReferenceOfReference,['R. Sooryamoorthy'],2009,10.1007/s11192-009-2126-z
10.3354/ESEP00084,Citation counts for research evaluation: standards of good practice for analyzing bibliometric data and presenting and interpreting results,ReferenceOfReference,"['L. Bornmann', 'Rüdiger Mutz', 'Christoph Neuhaus', 'Hans-Dieter Daniel']",2008,10.3354/ESEP00084
10.1214/07-AOAS114,A correlated topic model of Science,ReferenceOfReference,"['D. Blei', 'J. Lafferty']",2007,10.1214/07-AOAS114
10.1111/J.1540-5907.2008.00338.X,A Scaling Model for Estimating Time-Series Party Positions from Texts,ReferenceOfReference,"['Jonathan B. Slapin', 'Sven-Oliver Proksch']",2007,10.1111/J.1540-5907.2008.00338.X
10.2307/41166348,Managing in a “Small World Ecosystem”: Lessons from the Software Sector,ReferenceOfReference,"['Bala R. Iyer', 'Chi-Hyon Lee', 'N. Venkatraman', 'David J. McGrath']",2006,10.2307/41166348
10.1023/B:SCIE.0000034384.35498.7d,Inflationary bibliometric values: The role of scientific collaboration and the need for relative indicators in evaluative studies,ReferenceOfReference,"['O. Persson', 'W. Glänzel', 'Rickard Danell']",2004,10.1023/B:SCIE.0000034384.35498.7d
10.1038/430311a,The scientific impact of nations,ReferenceOfReference,['D. King'],2004,10.1038/430311a
10.1177/000312240406900204,The Structure of a Social Science Collaboration Network: Disciplinary Cohesion from 1963 to 1999,ReferenceOfReference,['J. Moody'],2004,10.1177/000312240406900204
10.1177/14761270030013002,"The Small World of the American Corporate Elite, 1982-2001",ReferenceOfReference,"['G. Davis', 'Mina Yoo', 'W. Baker']",2003,10.1177/14761270030013002
10.1016/B978-0-12-411519-4.00006-9,Latent Dirichlet Allocation,ReferenceOfReference,"['Hazel Victoria Campbell', 'Abram Hindle', 'Eleni Stroulia']",2003,10.1016/B978-0-12-411519-4.00006-9
10.1007/BF02458380,The influence of international collaboration on the impact of research results,ReferenceOfReference,['A. Raan'],1998,10.1007/BF02458380
10.1007/BF02459289,Characteristics and impact of the matthew effect for countries,ReferenceOfReference,"['M. Bonitz', 'E. Bruckner', 'A. Scharnhorst']",1997,10.1007/BF02459289
10.1177/030631293023002004,The Matthew Matilda Effect in Science,ReferenceOfReference,['M. Rossiter'],1993,10.1177/030631293023002004
10.1162/neco.1989.1.4.541,Backpropagation Applied to Handwritten Zip Code Recognition,ReferenceOfReference,"['Yann LeCun', 'B. Boser', 'J. Denker', 'D. Henderson', 'R. Howard', 'W. Hubbard', 'L. Jackel']",1989,10.1162/neco.1989.1.4.541
10.2307/2063283,The Sociology of Science: Theoretical and Empirical Investigations.,ReferenceOfReference,"['R. Clignet', 'Robert K. Merton']",1976,10.2307/2063283
10.1002/asi.4630240406,Co-citation in the scientific literature: A new measure of the relationship between two documents,ReferenceOfReference,['H. Small'],1973,10.1002/asi.4630240406
10.1126/SCIENCE.178.4060.471,Citation analysis as a tool in journal evaluation.,ReferenceOfReference,['E. Garfield'],1972,10.1126/SCIENCE.178.4060.471
10.2514/8.5282,Gradient Theory of Optimal Flight Paths,ReferenceOfReference,['H. Kelley'],1960,10.2514/8.5282
10.1126/science.153.3731.34,Dynamic Programming,ReferenceOfReference,['Richard Bellman'],1957,10.1126/science.153.3731.34
10.1007/978-3-319-73004-2_6,Convolutional Neural Networks,ReferenceOfReference,['Sandro Skansi'],2018,10.1007/978-3-319-73004-2_6
10.1142/S1793351X16500045,Deep Learning,ReferenceOfReference,"['Xingbang Hao', 'Guigang Zhang', 'Shang Ma']",2016,10.1142/S1793351X16500045
10.1002/asi.21419,"Co-citation analysis, bibliographic coupling, and direct citation: Which citation approach represents the research front most accurately?",ReferenceOfReference,"['K. Boyack', 'R. Klavans']",2010,10.1002/asi.21419
10.1090/s0002-9947-1984-0756039-5,On the evolution of random graphs,ReferenceOfReference,"['P. Erdos', 'A. Rényi']",1984,10.1090/s0002-9947-1984-0756039-5
10.2307/3104125,"Citation indexing - its theory and application in science, technology, and humanities",ReferenceOfReference,['E. Garfield'],1979,10.2307/3104125
10.1063/1.3128814,The Sociology of Science: Theoretical and Empirical Investigations,ReferenceOfReference,"['Robert K. Merton', 'D. Shapere']",1973,10.1063/1.3128814
10.7312/pric91844,"Little Science, Big Science",ReferenceOfReference,['D. Price'],1965,10.7312/pric91844
10.1002/ASI.5090140103,Bibliographic coupling between scientific papers,ReferenceOfReference,['M. M. Kessler'],1963,10.1002/ASI.5090140103
10.1145/2487575.2487610,Multi-label relational neighbor classification using social context features,ReferenceOfReference,"['Xi Wang', 'G. Sukthankar']",2013,10.1145/2487575.2487610
10.1145/3065386,ImageNet classification with deep convolutional neural networks,ReferenceOfReference,"['A. Krizhevsky', 'I. Sutskever', 'Geoffrey E. Hinton']",2012,10.1145/3065386
10.1109/TASL.2011.2134090,Context-Dependent Pre-Trained Deep Neural Networks for Large-Vocabulary Speech Recognition,ReferenceOfReference,"['George E. Dahl', 'Dong Yu', 'L. Deng', 'A. Acero']",2012,10.1109/TASL.2011.2134090
10.1145/2020408.2020512,It's who you know: graph mining using recursive structural features,ReferenceOfReference,"['Keith W. Henderson', 'Brian Gallagher', 'Lei Li', 'L. Akoglu', 'Tina Eliassi-Rad', 'Hanghang Tong', 'C. Faloutsos']",2011,10.1145/2020408.2020512
10.1007/s10618-010-0210-x,Leveraging social media networks for classification,ReferenceOfReference,"['Lei Tang', 'Huan Liu']",2011,10.1007/s10618-010-0210-x
10.1109/ASONAM.2010.19,Semi-Supervised Classification of Network Data Using Very Few Labels,ReferenceOfReference,"['Frank Lin', 'William W. Cohen']",2010,10.1109/ASONAM.2010.19
10.5555/1756006.1756025,Why Does Unsupervised Pre-training Help Deep Learning?,ReferenceOfReference,"['D. Erhan', 'Aaron C. Courville', 'Yoshua Bengio', 'Pascal Vincent']",2010,10.5555/1756006.1756025
10.1145/1541880.1541882,Anomaly detection: A survey,ReferenceOfReference,"['V. Chandola', 'A. Banerjee', 'Vipin Kumar']",2009,10.1145/1541880.1541882
10.1007/s10994-008-5066-6,A bias/variance decomposition for models using collective inference,ReferenceOfReference,"['Jennifer Neville', 'David D. Jensen']",2008,10.1007/s10994-008-5066-6
10.1007/978-3-642-14929-0_1,Leveraging Label-Independent Features for Classification in Sparsely Labeled Networks: An Empirical Study,ReferenceOfReference,"['Brian Gallagher', 'Tina Eliassi-Rad']",2008,10.1007/978-3-642-14929-0_1
10.1145/1401890.1401925,Using ghost edges for classification in sparsely labeled networks,ReferenceOfReference,"['Brian Gallagher', 'Hanghang Tong', 'Tina Eliassi-Rad', 'C. Faloutsos']",2008,10.1145/1401890.1401925
10.5555/1390681.1442794,LIBLINEAR: A Library for Large Linear Classification,ReferenceOfReference,"['Rong-En Fan', 'Kai-Wei Chang', 'Cho-Jui Hsieh', 'Xiang-Rui Wang', 'Chih-Jen Lin']",2008,10.5555/1390681.1442794
10.1109/FOCS.2006.44,Local Graph Partitioning using PageRank Vectors,ReferenceOfReference,"['Reid Andersen', 'F. C. Graham', 'Kevin J. Lang']",2006,10.1109/FOCS.2006.44
10.1073/PNAS.0601602103,Modularity and community structure in networks.,ReferenceOfReference,['M. Newman'],2006,10.1073/PNAS.0601602103
10.1145/1090193.1090201,Leveraging relational autocorrelation with latent group models,ReferenceOfReference,"['Jennifer Neville', 'David D. Jensen']",2005,10.1145/1090193.1090201
10.1145/1007352.1007372,"Nearly-linear time algorithms for graph partitioning, graph sparsification, and solving linear systems",ReferenceOfReference,"['D. Spielman', 'S. Teng']",2003,10.1145/1007352.1007372
10.1016/0004-3702(91)90084-W,Probabilistic reasoning in intelligent systems: Networks of plausible inference,ReferenceOfReference,['S. K. Andersen'],1991,10.1016/0004-3702(91)90084-W
10.1109/TPAMI.1984.4767596,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images",ReferenceOfReference,"['S. Geman', 'D. Geman']",1984,10.1109/TPAMI.1984.4767596
10.1109/TPAMI.1983.4767390,On the Foundations of Relaxation Labeling Processes,ReferenceOfReference,"['R. Hummel', 'S. Zucker']",1983,10.1109/TPAMI.1983.4767390
10.1007/978-0-387-31439-6_100248,Stochastic Relaxation,ReferenceOfReference,[],2014,10.1007/978-0-387-31439-6_100248
10.1137/1.9781611972825.71,Fast Random Walk Graph Kernel,ReferenceOfReference,"['U. Kang', 'Hanghang Tong', 'I. Watson', 'Jimeng Sun']",2012,10.1137/1.9781611972825.71
10.7551/mitpress/7432.001.0001,Introduction to Statistical Relational Learning,ReferenceOfReference,"['Charles Sutton', 'A. McCallum']",2007,10.7551/mitpress/7432.001.0001
10.21236/ada452802,A Simple Relational Classifier,ReferenceOfReference,"['Sofus A. Macskassy', 'F. Provost']",2003,10.21236/ada452802
10.1109/ICDM54844.2022.00169,Two Sides of the Same Coin: Heterophily and Oversmoothing in Graph Convolutional Neural Networks,Reference,"Y. Yan, M. Hashemi, K. Swersky, Y. Yang, and D. Koutra",2022,10.1109/ICDM54844.2022.00169
10.1109/icassp43922.2022.9747635,Memory-Based Message Passing: Decoupling the Message for Propagation from Discrimination,ReferenceOfReference,"['Jie Chen', 'Weiqi Liu', 'Jianghuai Pu']",2022,10.1109/icassp43922.2022.9747635
10.1145/3534678.3539418,How does Heterophily Impact the Robustness of Graph Neural Networks?: Theoretical Connections and Practical Implications,ReferenceOfReference,"['Jiong Zhu', 'Junchen Jin', 'Donald Loveland', 'Michael T. Schaub', 'Danai Koutra']",2021,10.1145/3534678.3539418
10.1609/aaai.v35i5.16514,Beyond Low-frequency Information in Graph Convolutional Networks,ReferenceOfReference,"['Deyu Bo', 'Xiao Wang', 'C. Shi', 'Huawei Shen']",2021,10.1609/aaai.v35i5.16514
10.1609/aaai.v35i12.17332,Graph Neural Networks with Heterophily,ReferenceOfReference,"['Jiong Zhu', 'Ryan A. Rossi', 'Anup B. Rao', 'Tung Mai', 'Nedim Lipka', 'Nesreen Ahmed', 'Danai Koutra']",2020,10.1609/aaai.v35i12.17332
10.1145/3459637.3482488,Understanding and Resolving Performance Degradation in Deep Graph Convolutional Networks,ReferenceOfReference,"['Kuangqi Zhou', 'Yanfei Dong', 'Kaixin Wang', 'W. Lee', 'Bryan Hooi', 'Huan Xu', 'Jiashi Feng']",2020,10.1145/3459637.3482488
10.1109/TPAMI.2021.3134200,Non-Local Graph Neural Networks,ReferenceOfReference,"['Meng Liu', 'Zhengyang Wang', 'Shuiwang Ji']",2020,10.1109/TPAMI.2021.3134200
10.1093/comnet/cnab014,Multi-scale Attributed Node Embedding,ReferenceOfReference,"['Benedek Rozemberczki', 'Carl Allen', 'Rik Sarkar']",2019,10.1093/comnet/cnab014
10.1145/3292500.3330921,"GroupINN: Grouping-based Interpretable Neural Network for Classification of Limited, Noisy Brain Data",ReferenceOfReference,"['Yujun Yan', 'Jiong Zhu', 'M. Duda', 'Eric Solarz', 'C. Sripada', 'Danai Koutra']",2019,10.1145/3292500.3330921
10.18653/v1/P19-1247,Encoding Social Information with Graph Convolutional Networks forPolitical Perspective Detection in News Media,ReferenceOfReference,"['Chang Li', 'Dan Goldwasser']",2019,10.18653/v1/P19-1247
10.14778/2735479.2735490,Linearized and Single-Pass Belief Propagation,ReferenceOfReference,"['Wolfgang Gatterbauer', 'Stephan Günnemann', 'Danai Koutra', 'C. Faloutsos']",2014,10.14778/2735479.2735490
10.1145/1557019.1557108,Social influence analysis in large-scale networks,ReferenceOfReference,"['Jie Tang', 'Jimeng Sun', 'Chi Wang', 'Zi Yang']",2009,10.1145/1557019.1557108
10.1145/1242572.1242600,Netprobe: a fast and scalable system for fraud detection in online auction networks,ReferenceOfReference,"['Shashank Pandit', 'Duen Horng Chau', 'Samuel Wang', 'Christos Faloutsos']",2007,10.1145/1242572.1242600
10.1103/PhysRevLett.89.208701,Assortative mixing in networks.,ReferenceOfReference,"['M. Newman', 'M. Newman']",2002,10.1103/PhysRevLett.89.208701
